term,fallback_term,term_type,geography,date_range,date,interest,data_status,run_id,source_term,geo_code,search_type,category,retrieval_date,is_partial
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-05-25,3,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-06-01,5,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-06-08,6,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-06-15,5,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-06-22,5,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-06-29,4,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-07-06,4,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-07-13,5,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-07-20,5,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-07-27,5,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-08-03,6,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-08-10,8,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-08-17,6,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-08-24,6,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-08-31,6,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-09-07,5,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-09-14,6,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-09-21,7,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-09-28,6,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-10-05,6,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-10-12,6,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-10-19,6,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-10-26,6,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-11-02,7,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-11-09,6,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-11-16,7,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-11-23,16,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-11-30,27,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-12-07,25,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-12-14,18,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-12-21,16,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2025-12-28,15,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-01-04,17,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-01-11,21,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-01-18,21,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-01-25,31,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-02-01,44,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-02-08,74,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-02-15,100,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-02-22,57,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-03-01,19,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-03-08,15,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-03-15,16,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-03-22,17,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-03-29,17,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-04-05,20,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-04-12,17,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-04-19,16,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-04-26,31,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-05-03,37,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-05-10,39,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-05-17,20,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-05-24,30,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-05-31,26,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-06-07,36,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-06-14,47,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-06-21,43,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-06-28,16,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-07-05,17,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-07-12,22,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-07-19,23,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-07-26,48,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-08-02,52,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-08-09,39,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-08-16,23,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,False
what is an api,,Search term,Worldwide,2021-08-24 to 2026-08-24,2026-08-23,4,sufficient,9ddd21ecaf33,what is an api,,Google Web Search,All categories,2026-08-24,True
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2024-07-28,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2024-08-04,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2024-08-11,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2024-08-18,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2024-08-25,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2024-09-01,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2024-09-08,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2024-09-15,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2024-09-22,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2024-09-29,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2024-10-06,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2024-10-13,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2024-10-20,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2024-10-27,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2024-11-03,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2024-11-10,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2024-11-17,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2024-11-24,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2024-12-01,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2024-12-08,20,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2024-12-15,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2024-12-22,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2024-12-29,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2025-01-05,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2025-01-12,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2025-01-19,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2025-01-26,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2025-02-02,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2025-02-09,42,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2025-02-16,58,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2025-02-23,34,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2025-03-02,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2025-03-09,20,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2025-03-16,21,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
how does an api work,,Search term,US,2024-08-01 to 2026-08-24,2025-03-23,0,sufficient,1b8abd1a9ebb,how does an api work,US,Google Web Search,All categories,2026-08-24,False
